0,0.35346,0,0.17562,0.13999,0.32798,0.45033,0.44401
0.10801,0,0.01543,0.19138,0.061495,0.11164,0.26667,0.21634
0.063251,0.01678,0,0,0,0.061312,0,0.13333
0,0.10412,0.03382,0,0.26667,0.271,0.31699,0.34967
0.16241,0.35747,0.01543,0.048604,0,0.24497,0.18366,0.16601
0.27338,0.2469,0.21315,0.29763,0.13333,0,0.52832,0.21634
0.47338,0.67013,0.16282,0.29763,0.38236,0.80597,0,0.74967
0.37905,0.45379,0.34648,0.39828,0.69935,0.64497,0.63399,0
