0,0.19245,0.19498,0.45053,0.48794,0.51884,0.68569,0.54924,0.49779,0.092394,0.28034,0.27295,0.12726,0.043511,0.12788
0.17029,0,0.032849,0.091242,0.21279,0.073317,0.25125,0.15451,0.093737,0.086638,0.22196,0.15032,0.01776,0,0.043303
0.10725,0.090817,0,0.088608,0.15162,0.19323,0.28618,0.19998,0.08515,0,0.10463,0.23723,0.20473,0,0.021635
0.33704,0.113,0.080028,0,0.74502,0.34926,0.89689,0.49027,0.28149,0.065531,0.26749,0.3973,0.13083,0.078142,0.19326
0.49209,0.20551,0.30035,0.67054,0,0.70474,1.3314,0.88964,0.69073,0.076429,0.45341,0.70552,0.34274,0.11714,0.18639
0.34983,0.19337,0.22919,0.22444,0.69925,0,1.0209,0.53984,0.65325,0.13478,0.30275,0.47334,0.1353,0.090831,0.1825
0.39473,0.27878,0.32939,0.56599,1.2014,0.77796,0,0.71972,0.74924,0.12913,0.55493,0.70312,0.2888,0.28531,0.31372
0.38772,0.14798,0.203,0.50172,0.91399,0.69987,0.96179,0,0.58448,0.09941,0.4634,0.47483,0.26659,0.11672,0.2726
0.27307,0.19466,0.099935,0.40738,0.81611,0.57754,1.0048,0.60311,0,0.073246,0.29232,0.35485,0.28517,0.077567,0.19282
0.076948,0,0,0.076653,0.1971,0.16813,0.19129,0.066372,0.054165,0,0.12542,0.071522,0.013987,0,0.06511
0.38154,0.1391,0.10315,0.31968,0.39479,0.32178,0.6781,0.40402,0.32472,0.10886,0,0.34907,0.31469,0.13454,0.074928
0.21731,0.28831,0.16682,0.45124,0.58214,0.34781,0.67601,0.40009,0.39908,0.35591,0.20969,0,0.061751,0.045492,0.1788
0.18108,0.093421,0.13337,0.14118,0.23915,0.20536,0.29446,0.33133,0.21079,0.011078,0.044509,0.26561,0,0.011414,0.09732
0.046002,0.014431,0.08274,0.14283,0.1671,0.11286,0.18334,0.10039,0.072157,0.12357,0.021835,0.18841,0.067533,0,0.12241
0.16116,0.049926,0.091672,0.20703,0.23066,0.13444,0.39838,0.10768,0.21973,0.0392,0.10834,0.31662,0.060168,0.01545,0
