0,0.079998,0.1236,0.22603,0.50262,0.28265,0.32025,0.30804,0.3152,0.077149,0.30239,0.4839,0.06231,0.22969
0.048362,0,0.010869,0.21175,0.1656,0.27143,0.31913,0.2381,0.1937,0.13336,0.09664,0.30901,0.012823,0.23076
0.04091,0,0,0.053416,0.10858,0.12792,0.055604,0.049438,0.064842,0,0.038069,0.11221,0,0.068221
0.23659,0.17397,0.13671,0,0.57,0.28315,0.88492,0.7922,0.62529,0.11118,0.26286,0.70724,0.086522,0.42827
0.3686,0.21029,0.064724,0.49861,0,0.54839,0.90851,0.62232,0.49423,0.16431,0.38692,0.69138,0.092883,0.41087
0.46131,0.1901,0.14497,0.17866,0.49362,0,0.56382,0.47699,0.42096,0.05068,0.32938,0.47046,0.17774,0.32407
0.34344,0.19457,0.19132,0.65178,0.85601,0.51418,0,0.99576,0.74845,0.10824,0.52983,1.0536,0.23554,0.52034
0.39225,0.26463,0.1331,0.68009,0.68052,0.61719,0.95345,0,0.63543,0.11732,0.29641,0.95885,0.13725,0.44498
0.49778,0.27444,0.19003,0.63753,0.60203,0.39433,0.77524,0.69435,0,0.076967,0.40467,0.58392,0.12273,0.44627
0.085053,0.010257,0.12802,0.056699,0.25374,0.16982,0.081008,0.14503,0.012254,0,0.24177,0.20054,0,0.088865
0.26082,0.14275,0.070746,0.29276,0.59244,0.23977,0.33594,0.34742,0.18704,0,0,0.46569,0.022962,0.32603
0.34001,0.20908,0.09832,0.57428,0.65194,0.50501,0.91937,0.66538,0.54084,0.13427,0.29581,0,0.14317,0.61272
0.09331,0.013837,0,0.037877,0.11833,0.175,0.081676,0.14295,0.14928,0,0.061731,0.12516,0,0.090035
0.42369,0.23688,0.08386,0.45455,0.61534,0.43789,0.70076,0.52981,0.54235,0.15956,0.34331,0.8876,0.15278,0
