"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"1",0,0.231793749845467,0.18464017862294,0.202461918295475,0.0934389115910715,0.0179785336459769,0,0.250698214594781,0.231793749845467,0.263454682034386,0.14584599856903,0,0.129555799372645,0.18464017862294,0.0314968709604918,0.0702486532830875,0.142857142857143,0.391816201940731,0,0.0755383421123237,0.238560714491759,0.311110200892196,0.27113280594427,0.0376818384853194,0.0956412717124653,0.330854118365168,0.348048205733615,0.521372001313377,0.48331726688462,0.196777678725962,0,0.136086033325239,0.0568470916585553,0.199272957571621,0.297851785817308,0.256068750051511,0.241004694158753,0.350106530669369,0.0610537837338102,0.31840267007084,0.137027588174739,0.253601213487449,0.0520754252286115,0.204732043650798,0.490446329365084,0.354698877475863,0.000887602366523272,0.299015629198783,0.139771365753753,0,0.117418299269623,0,0,0.398925892908654,0.285714285714286,0.225143078103218,0,0.226850517602335,0.0414991507790448,0.142857142857143,0.0647778996863227,0.269872041171292,0.371043069654141,0.334996852563772,0.16457187049215,0.160065380504875
"2",0.300779621534295,0,0.780343750257556,0.148541382426656,0.609004915119113,0.197445588020926,0.35506785449779,0.876047321892172,0.571428571428571,0.724660501980475,0.600455139754764,0.258995305841247,1.09991026370987,0.81840267007084,0.605104245613389,0.558285074611766,0.545390858814266,0.949943429884806,0.157922478677153,0.299517576834067,0.893555357451924,0.93231910142101,0.926127448904435,0.55214574542404,0.614013352741672,0.791226328926628,0.708117618666208,0.834287843023444,0.618679064042601,1.19140714326923,0.691014609350237,0.308902415957939,0.748137942023744,0.99675846017023,0.992614068017126,0.865073665170625,0.873487049321134,0.719772542646488,0.707315873118904,0.788757134408066,0.831361287233708,0.68932526143641,0.658520067776687,0.909507015711206,0.942012621857038,0.825053341813089,0.875654787973176,1.0944234353491,0.740226505508517,0.803338614178082,0.741487270281495,0.675545527213697,1.0393390560988,1.09570357163462,0.898925892908654,0.993349328257751,0.457734388111461,0.610283771477381,0.468225468710266,0.829260033888344,0.359703129713895,0.786216233349569,1.13924931980867,0.868054213942254,0.760275442126766,1.08619282940931
"3",0.497557300260258,0.695497542440443,0,0.345319061152618,0.793645093742053,0.220440451941452,0.520919861275459,1.01890446474931,0.654994642960165,0.837872109174844,0.689391746743088,0.628275663087127,0.957053120852728,0.562333920019329,0.610474781070118,0.414147795469105,0.456454251825942,1.13458360850775,0.354700157403115,0.841300612599863,0.750698214594781,0.705895887032273,0.783270306047292,0.378362930618604,0.715087459833018,0.80336382902965,0.570631011265795,0.804642307360669,0.266906742356474,1.33426428612637,0.548157466493094,0.112124737231977,1.07563526350383,0.925329888741658,0.992614068017126,0.978285272364993,1.35597901376138,0.690127006983713,0.99303015883319,0.645899991550923,0.777440751364888,0.849690439853305,0.515662924919544,0.879861480048431,0.799155478999895,0.938264949007457,1.13172353802469,1.06477789968632,0.740226505508517,0.946195757035225,0.943635484464187,0.842677670276885,1.0393390560988,1.09570357163462,1.01213750010302,1.13620647111489,0.825734609071822,0.580638235814606,0.700019218555732,0.972117176745487,0.615771879765406,0.958718911869487,0.996392176951531,0.671276535216292,0.957053120852728,1.08619282940931
"4",0.0311769421901996,0.385508256520113,0.607841071737638,0,0,0.0283007422348222,0.355550430620533,0.278581037849295,0.374650892702609,0.192388208439985,0.574417427140458,0.124551547134614,0.241004694158753,0.335910705630592,0.367773859809783,0.0161593125243396,0.0527767907971399,0.256889867111356,0.0311769421901996,0.186263041230089,0.411063393011676,0.125232814393347,0.23728057820624,0.0594776844250219,0.285212338079002,0.210520327878092,0.151270527007653,0.38144141424597,0.180553964836256,0.475358716575257,0.238168180572763,0.0397781273520577,0.299474648424457,0.200922070879066,0.283698889188141,0.313235011134628,0.286994421999804,0.299933667650131,0.399770566865568,0.177989506880691,0.52509611726589,0.106078359329377,0.362683678485524,0.344686187615273,0.373028030095461,0.165852006777669,0.445320646993487,0.522994863920526,0.438168027615954,0.576915399789345,0.473281020126962,0.18768302731672,0.556847091658555,0.553920535868819,0.31535982137706,0.368000220960361,0.170739966111656,0.0738712711683139,0.376496003342817,0.489625212305239,0.0981475513016099,0.454512219794232,0.256068750051511,0.0841026406362291,0.249418078309262,0.49970020208798
"5",0.217649012331307,0.314079685091541,0.256068750051511,0.00324025990251898,0,0.043808081386478,0.0860169303863433,0.181713622833204,0.374650892702609,0.385025680397371,0.332248889600231,0.516686918499907,0.373487049321134,0.104116955785126,0.064442124819457,0.184478855866071,0.000681267258732674,0.355519994535708,0.0747918694741641,0.245597040965247,0.268206250154533,0.461964637083784,0.288640841504022,0.122294180567093,0.301097511031606,0.4679356995218,0.187566734412676,0.412367086194264,0.363774157372565,0.411063393011676,0.417437823738973,0.0432459236409223,0.150286003249627,0.482955169050449,0.279492197112886,0.352936165067602,0.434058256932202,0.213441040328801,0.25574958062695,0.562333920019329,0.370560493531398,0.129917897206817,0.00768918848216737,0,0.419017757936512,0.42192075682918,0.566945638338365,0.179153350262166,0.192956641381947,0.362629685503631,0.539339056098803,0.385624549424157,0.682196198955946,0.482491964440248,0.435222100313677,0.653714506674646,0.207814362166915,0.173395880146945,0.447355415032172,0.142857142857143,0.302034920995494,0.251083869326021,0.472117176745487,0.508786546556964,0.327497321480083,0.53227229354049
"6",0.00938109625049705,0,0,0.0103222085888454,0,0,0.0276868259217514,0.135723894992152,0.142857142857143,0.0495310655828423,0,0.275725152750764,0,0.0417830357657969,0,0.0533513536779016,0.0527767907971399,0.0238159809803709,0.00938109625049705,0.113211607194368,0,0.157738420539179,0,0,0.02912421651495,0.0371425393164366,0,0.0618749007936552,0.142857142857143,0.278581037849295,0.190512661714953,0.0255275069758914,0.13732738608676,0,0.0990587105652017,0.0500330132181258,0.142857142857143,0.0576252803087906,0.106923033286291,0.0689845917615776,0,0,0.02438859930686,0.0058724830920134,0,0.113211607194368,0.298739388183831,0.0889366069883237,0.066719931718033,0.0229948639205259,0.173782814805436,0.15920133503542,0.172502678519917,0.113211607194368,0.220936386027963,0.172502678519917,0.196777678725962,0.0347108078957053,0.354700157403115,0,0.050993980079083,0,0,0.334996852563772,0.196777678725962,0.264066043385957
"7",0.354700157403115,0.529645535662775,0.49462946454327,0.345319061152618,0.502879441995599,0.0526893415416823,0,0.590333036177886,0.285714285714286,0.980729252031986,0.492614068017126,0.0217147276350071,0.47456115641248,0.466630348384713,0.2257253416877,0.230737945534318,0.484337075080456,0.592800572741949,0.211843014545972,0.614877398211127,0.607841071737638,0.592684279837905,0.729349770178473,0.111553109653633,0.339572521660954,0.609103494465116,0.570631011265795,0.888208378892263,0.497536648820465,0.762835714697804,0.506374430727297,0.170796841220944,0.691290850365188,0.575572963581676,0.759057605763398,0.667451312487749,0.730629906463992,0.514635472751909,0.565622573643236,0.591979455682104,0.545647001519422,0.312071167753153,0.264964710324763,0.633346400631836,1.00130369318259,0.741487270281495,0.143744745223666,0.703428350468211,0.193691901622572,0.535132364023548,0.515064055892758,0.420756913447705,0.27113280594427,0.80998928592033,0.679153350262166,0.611931470908849,0.402533715957123,0.467426628620238,0.125601791415274,0.346768069448096,0.485052237011285,0.544728963068074,0.656757355368426,0.673291931742436,0.319566513452315,0.657621400837881
"8",0.157922478677153,0.808709149634812,0.893555357451924,0.0874875986928455,0.545507151718309,0.166519916072632,0.402337718624361,0,0.768206250154533,0.712523001877453,0.635471210874269,0.544709591555533,0.789920977789541,0.907339277059164,0.521538174081795,0.327655168147775,0.25967657309998,0.97958896554758,0.157922478677153,0.639152398417171,0.750698214594781,0.730170887238318,0.812915841710066,0.378362930618604,0.591018488821146,0.791226328926628,0.624551547134614,0.804642307360669,0.303319242665541,0.905692857554946,0.661369073687462,0.107918045156722,0.694217406154925,0.979250424610478,0.677254246640065,0.948639736702218,0.957053120852728,0.251862057976256,0.796252480107228,0.675545527213697,0.707292316221836,0.593621689801794,0.658520067776687,0.510581122802552,0.900229586091241,0.682196198955946,0.703152109453259,0.892275221166405,0.513803291119781,0.690127006983713,1.14041316319015,0.729466063082517,0.640413163190149,0.80998928592033,0.857142857142857,1.13620647111489,0.402533715957123,0.371356773766923,0.421438180706438,0.829260033888344,0.502560272571038,0.589438554623607,0.710677891237245,0.479503108728361,0.772412942229788,1.03227229354049
"9",0.300779621534295,0.61193147090885,0.780343750257556,0.345319061152618,0.65078795088491,0.363297594798594,0.437353789743865,1.01890446474931,0,0.980729252031986,0.689391746743088,0.342561377372841,0.957053120852728,0.961259812927983,0.753331923927261,0.724137081389435,0.545390858814266,1.10493807284497,0.157922478677153,0.585231862548352,0.893555357451924,0.705895887032273,0.783270306047292,0.717997752201709,0.512939245650326,0.505512043212342,0.964186368717719,0.804642307360669,0.36261031399109,0.99462946454327,0.691014609350237,0.166045273100796,0.992069191972233,0.979250424610478,0.962968532354351,1.12114241522214,1.0702647280471,1.00548682836077,0.99303015883319,0.532688384356554,0.97421843009085,0.82004490419053,0.658520067776687,0.879861480048431,0.757372443234098,1.0811220918646,0.846009252310402,0.993349328257751,0.88308364836566,0.946195757035225,0.711841734618721,0.985534813134028,0.89648191324166,1.09570357163462,1.01213750010302,0.993349328257751,0.653231930551904,0.772045379083839,0.557162075698589,0.829260033888344,0.418994201039444,0.73229569748075,0.996392176951531,0.59447742833099,0.814195977995585,0.943335686552167
"10",0.354700157403115,0.695497542440443,0.607841071737638,0.103512621446561,0.448639736702218,0.0717108259922954,0.519157148867198,0.464983928880496,0.625349107297391,0,0.51688906822317,0.525921419710262,0.545989727841052,0.478767848487735,0.618888165220628,0.173578563638957,0.463587499690933,0.997097001107333,0.354700157403115,0.122808206238894,0.464983928880496,0.250122902465064,0.497556020333006,0.153635943331451,0.464505538142281,0.371803544746335,0.338837261420328,0.43536195011479,0.263980186566738,0.696777678725962,0.298739388183831,0.233224224044503,0.660824197642569,0.367661680023258,0.818348677088947,0.345802917202611,0.700984370801217,0.147040278035329,0.329622131722515,0.276619634305043,0.789578251467911,0.593621689801794,0.38284202882006,0.382305459715425,0.685943871805527,0.354698877475863,0.846009252310402,0.892275221166405,0.768109328763031,0.648343971217917,0.800778341607044,0.527317848899824,0.783270306047292,0.696777678725962,0.81535982137706,0.653714506674646,0.545390858814266,0.494145608493277,0.17782610018251,0.686402891031201,0.343358937535617,0.589438554623607,0.656757355368426,0.200922070879066,0.545989727841052,0.510557565905483
