"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"1",0,0,0.217445167090184,0.266666666666667,0.134978531581044,0.0154300246219103,0.0167799647362452,0.176794037306051,0.127126039707235,0.0753464905291808,0.183659166810898,0.17233083338141,0.438997500048077,0.0551737777274689,0.196387496764269,0.347833444979152,0.142780630005086,0.0358168079323551,0,0.146644822989091,0.171942481953084,0.37020951768091,0.133333333333333,0.0422853196817893,0.0319199914182738,0.238997500048077,0.133333333333333,0.131578332993873,0.13386328704196,0.378668653488547,0.364968812404463,0.351595269795806,0.273163585428604,0.0635483609620977,0.455766751181141,0.430509158732784,0.30912192819205,0.243690121907504,0.0031831572737296,0.316930447191332,0.0154300246219103,0.0603572535720325,0.103204843405661,0.289751751469604,0,0.120918746081136,0.302188325159065,0.0723807473729359,0.0990569296063935,0.133333333333333,0.325149304056203,0.395775862600171,0.410133539563003,0.216340833189102,0.294375899800892,0.182333846463376,0.0323967540359916,0.339077755145355,0.00875568983379725,0.233985000288463,0.37233083338141,0.173165682832071,0.183659166810898,0,0.118835601514401,0.337237592832974
"2",0.496605608140367,0,0.665489952878554,0.705664166714744,0.749038317080952,0.098569245557485,0.405447724947866,0.621868304499189,0.702976687518851,0.605272455834974,0.900651666955129,0.533013455433145,0.933053521948781,0.724230032127104,0.438094462445502,0.365661862540002,0.809447296671753,0.316030802764804,0,0.67769710863323,0.630120807304458,0.658846024611429,0.617215749155398,0.353436891190984,0,0.587585412747803,1.05472056387407,0.38115977698618,0.340517078690392,1.02779969309963,0.681961312548695,0.974720421114379,0.476701479937182,0.134021657722633,0.860459373040568,0.936173325447528,0.993364288429939,0.729537613877467,0.00214465258986975,0.548565926262461,0.123506960105654,0.556396431699006,0.499278597468757,0.555223624269786,0.27240144691585,0.676908746273444,0.768854991825732,0.45841142183843,0.609500271787074,0.527463997685794,0.370416150683279,1.23249231495905,0.860459373040568,0.583659166810898,0.853097352063621,0.728978669452467,0.353645704951447,0.339077755145355,0.331053480242907,0.583659166810898,0.689323333525642,0.515437761861923,0.615763130341626,0.40097645173096,0.455706829356313,1.00360636803672
"3",0.33167686225154,0.775080365530203,0,0.268649822892937,0.644568944232692,0.240819338150073,0.292679362203463,0.30728737852519,0.753302520996416,0.0835873338313164,0.928320833573719,0.526806161807047,0.653863727986143,0.909065912726114,0.733196671653281,0.284917330295056,0.683516050831003,0.169516506256751,0,0.965825648292388,0.736979767885686,0.348507316115631,0.741632323229476,0.392434391239061,0.350226901272025,0.865580412843957,0.682389730492657,0.0992385309531209,0.572878867168408,0.788802193051551,0.488168606174793,0.516542095763005,0.719625225922163,0.428357491007889,0.382464372944414,0.819180825303297,0.13911220901547,0.81373990759972,0.400201562879235,0.241706965681233,0.0973123987381011,0.274475185665948,0.571066303938812,0.389100084514475,0.513251576709159,0.759916246129213,0.724844992018041,0.252164061696696,0.683888903846511,0.809385243718853,0.454618444405532,0.809835648100079,0.621461872992491,0.850325833477565,0.586430685396954,0.624509296604207,0.470249853667351,0.0672900486752995,0.0710445115835654,0.633985000288463,0.694335833285256,0.447594381407144,0.960424797104447,0.371792613345698,0.402311585829768,0.421141995092303
"4",0.410078293854392,0.463506796652284,0.361020580030295,0,0.549038317080952,0.111390264316381,0.536797902054929,0.585282378621344,0.595009486677649,0.202522923686182,0.669056254399635,0.388351788670325,0.563752032100715,0.615816333263568,0.58853500489046,0.536797902054929,0.600508550975234,0.335937937474987,0,0.889025442062718,0.36966143426389,0.519305397651997,0.692501283618396,0.353436891190984,0,0.854252079414469,0.418004111515184,0.27669040413792,0.145529578450007,0.961133026432961,0.534568193715453,0.414804174985166,0.348489186407237,0.228357491007889,0.837014343821807,0.858178325351374,0.398376788189554,0.901868447258877,0,0.531030299206875,0.107805882716928,0.423063098365673,0.34098556314999,0.484630711666215,0.129254451919701,0.676908746273444,0.609047285740293,0.239659014479096,0.244103041438648,0.667433042589189,0.476080317398023,0.526828148244311,0.860459373040568,0.716992500144231,0.649171106126716,0.579304502930031,0.506497821566636,0.205744421812022,0.0654330008833147,0.450325833477565,0.744661666762821,0.222634680421711,0.601703344841718,0.207612163301021,0.32237349602298,0.582144495044226
"5",0.1780764497922,0.402749532148792,0.483025579934141,0.612116695789274,0,0.346483504864817,0.233414783029379,0.679618211906601,0.590654822796783,0.150569972039279,0.900651666955129,0.582144495044226,0.943187061511784,0.392091492660255,0.481784584353006,0.323824370377731,0.637116463290342,0.291201628260409,0,0.736961687807314,0.563454140637791,0.695900434948872,0.385642323037168,0.631431891287139,0.0558910679867687,1.1712445795587,0.999382230636888,0.528102491438195,0.347941152620239,0.894466359766294,0.364968812404463,0.773525627247895,0.664286892684984,0.27584333237126,0.268947714355861,0.55251415863663,0.466238248722705,0.729537613877467,0.105865729593979,0.414037799062644,0.10584080656903,0.28972976503234,0.577273597564911,0.333761751277296,0.178831989553116,0.543575412940111,0.941185825207143,0.386623715368375,0.469509240446416,0.492392743574622,0.693615944453609,0.926828148244311,0.727126039707235,0.900651666955129,0.576297145833951,0.940307002881954,0.436264853378889,0.339077755145355,0.103384313624318,0.767318333621796,0.794987500240386,0.407402087492583,0.932755630485857,0.266128446630955,0.249499535730214,0.525611367940562
"6",0.0167799647362452,0.297513783378011,0.0842022937222529,0,0.0943358332852563,0,0.0167799647362452,0.07680020622967,0.115329221818149,0.0283318756483764,0,0.211328333429488,0.255338333237179,0,0.307830539161149,0.339077755145355,0.105664166714744,0,0,0.0901116958854277,0,0.169900715579983,0.186368632444054,0,0.00872510452358668,0.260008968659342,0.0503258334775646,0.0465778631605484,0.125868412211884,0.259264579174084,0,0.105664166714744,0.12035153532905,0.197640120101617,0.21482616142243,0.133333333333333,0.0368838173407688,0.148587912699725,0.00190970338650428,0.0811328836732727,0.00740574971946234,0.0136778546468201,0,0.0765720503428602,0.049393101968137,0.137259579270238,0.277995000096154,0,0,0.241238481221636,0.254252079414469,0,0.210133539563003,0.216340833189102,0.133333333333333,0.159745653132539,0.32229779040911,0.00802427490244786,0.00875568983379725,0.183659166810898,0.15086896038892,0.0815613016172349,0.276113963338419,0.0309935921426825,0.133333333333333,0
"7",0.0167799647362452,0.107607256425378,0.095440167186338,0.152405618592856,0.134978531581044,0.0154300246219103,0,0.133333333333333,0.17233083338141,0.274986546113357,0.183659166810898,0.223423042781497,0.463997267549146,0.0364433568053985,0.00129145648010925,0.0351697159196314,0,0.0123898587919658,0,0.262442529266838,0.382504439460049,0.458029255239141,0.294015955385068,0.0422853196817893,0.069098890749791,0.238997500048077,0.2168093176487,0.110904822361168,0.204754091108455,0.435201780592211,0.222188182399377,0.285357021073101,0.41588216248079,0,0.455766751181141,0.35251415863663,0.0962789229958907,0.31035678857417,0.0251930640532183,0.0109683890136637,0.346483504864817,0.0640036881243847,0.141413981093952,0.00958550577600539,0.0212539034657497,0.0503258334775646,0.196524158444322,0.157371403454975,0.274863604543482,0,0.304258034991846,0.288128539659158,0.27680020622967,0.4,0.119295534270689,0.223274436222087,0.165730087369325,0.339077755145355,0.0183897511833863,0.0503258334775646,0.238997500048077,0.201154727350848,0.289323333525642,0.0162310310973522,0.201883167885806,0.298240092784897
"8",0.107614063669667,0.312209418319402,0.376166619352912,0.330195449756215,0.510040817032875,0.0445285039994298,0.0809846637829128,0,0.395775862600171,0.489474749557227,0.577001468803573,0.437482828281405,0.756796442630466,0.5721662778717,0.438094462445502,0.30223519891899,0.508453765379172,0.336834839878547,0,0.948290021236801,0.461265815478726,0.786738440241186,0.704915870870594,0.130780224332009,0.101055795145309,0.622656666858975,0.534996611659415,0,0.335526565368042,0.835201780592211,0.707985280919574,0.924394587636814,0.4798393635143,0.132506985955961,0.78517383857757,0.807852491873809,0.421033455048529,0.6628709472108,0.105139420187093,0.217513640618322,0.213150171531484,0.424577770132345,0.407652229816657,0.195735796084536,0.285970761518896,0.415254579366392,0.547393118833241,0.409730786608576,0.473377339789313,0.356327958170868,0.719770439305526,0.726828148244311,0.860459373040568,0.767318333621796,0.543506939411972,0.619388256800818,0.454617249806764,0.339077755145355,0.0569226731307577,0.583659166810898,0.661654166907052,0.3193820878772,0.577960424160033,0.305125946679032,0.397618963970342,0.627349288718402
"9",0.0681480791619918,0.430418698767382,0.5874949527824,0.603497827992942,0.50338311902555,0.0797547852452509,0.0212980872401056,0.2277557202251,0,0.112879712260352,0.49279917508132,0.582144495044226,0.636328100930556,0.427911042615578,0.577206671460972,0.290398314514269,0.416849384164336,0.296980503942545,0,0.738156481673798,0.5419922676453,0.147312522249146,0.570816161614738,0.23881589870135,0.268734073182928,0.432790206421978,0.521387230540734,0.151079036197358,0.183012406731412,0.839128026529115,0.60396631245254,0.718187294010715,0.530953559351651,0.0599309171261196,0.668181338433339,0.536173325447528,0.606973669548621,0.719404074314464,0.156511440971732,0.294313846847992,0.174152671483407,0.0631468522364603,0.182286097324525,0.335254436606704,0.101156867357149,0.187585412747802,0.435521658492399,0.243545193900365,0.180636311302,0.527463997685794,0.454618444405532,0.67769710863323,0.727126039707235,0.928320833573719,0.592637979023053,0.536380756945049,0.384402361697388,0.233413588430611,0.046422768576692,0.528320833573719,0.661654166907052,0.27406875415925,0.766632090730545,0.396730327893868,0.366383495830671,0.404692621859427
"10",0.073070118956204,0.0931591194971438,0.442066910097057,0.259692997118046,0.154795206325824,0.346483504864817,0.0945319919486948,0.247644774856911,0.0846526981034791,0,0.302932714644323,0.133013455433145,0.210939982001161,0.255602195671431,0.269261457057034,0.0555125054633537,0.381778130053163,0.357033445476415,0,0.472576068829841,0.406247360141734,0.000261267753357305,0.00631583366987288,0.631431891287139,0.0226724436208282,0.467861460533151,0.267135151126265,0.191271330111919,0,0.163414074122155,0.2,0.375468716958529,0.12930836110394,0.157427882473734,0.0869337457926733,0.133333333333333,0.213180963174719,0.193364288429939,0.0237612673407851,0.240152227398926,0.0100758883314648,0.128320833573719,0.379685171735143,0.167598145006348,0,0.493249579462546,0.294335833285256,0.0587493798169902,0.286210018051341,0.299794831067205,0.35130379890812,0.195775862600171,0.343466872896337,0.316992500144231,0.412116695789273,0.337895428711722,0.110892551963139,0.0228296444863816,0.0275838076108474,0.4,0.638997500048077,0.0101115531257393,0.243432296960215,0.177233531049275,0.229294509557107,0.271359288526093
