Source,Target,Weight,Type
31,47,8.309452e-01,directed
31,51,8.546989e-01,directed
31,53,9.261274e-01,directed
31,54,9.528464e-01,directed
31,55,8.692804e-01,directed
31,56,8.801377e-01,directed
31,66,8.204306e-01,directed
33,26,7.707724e-01,directed
33,45,7.991555e-01,directed
33,63,9.424716e-01,directed
35,13,8.438415e-01,directed
35,18,9.499434e-01,directed
35,30,8.221268e-01,directed
35,37,1.070265e+00,directed
35,38,9.461958e-01,directed
35,45,8.584466e-01,directed
35,47,1.018512e+00,directed
35,48,1.064778e+00,directed
35,50,9.461958e-01,directed
35,53,8.964819e-01,directed
35,54,8.099893e-01,directed
35,56,8.504922e-01,directed
35,62,8.158618e-01,directed
36,3,8.935554e-01,directed
36,9,7.682063e-01,directed
36,18,7.719539e-01,directed
36,23,7.832703e-01,directed
36,25,7.690080e-01,directed
36,28,1.090357e+00,directed
36,30,9.353384e-01,directed
36,33,8.274973e-01,directed
36,37,9.274076e-01,directed
36,45,8.584466e-01,directed
36,46,7.954078e-01,directed
36,48,1.035132e+00,directed
36,51,8.843444e-01,directed
36,54,8.099893e-01,directed
36,56,9.933493e-01,directed
36,66,8.301241e-01,directed
37,3,1.036413e+00,directed
37,8,9.056929e-01,directed
37,9,7.682063e-01,directed
37,13,1.099910e+00,directed
37,18,1.104938e+00,directed
37,22,9.026736e-01,directed
37,27,8.509748e-01,directed
37,30,8.517723e-01,directed
37,34,9.792504e-01,directed
37,35,9.629685e-01,directed
37,36,8.354281e-01,directed
37,38,7.912011e-01,directed
37,45,8.705841e-01,directed
37,47,8.460093e-01,directed
37,50,8.033386e-01,directed
37,51,8.546989e-01,directed
37,52,8.305402e-01,directed
37,53,9.261274e-01,directed
37,54,8.099893e-01,directed
37,55,7.857143e-01,directed
37,56,7.965716e-01,directed
37,60,8.292600e-01,directed
37,63,7.996145e-01,directed
37,66,8.004785e-01,directed
38,30,8.597031e-01,directed
38,48,7.790636e-01,directed
38,56,7.965716e-01,directed
38,66,9.015527e-01,directed
39,3,8.935554e-01,directed
39,13,7.899210e-01,directed
39,23,9.261274e-01,directed
39,26,7.978770e-01,directed
39,30,8.517723e-01,directed
39,33,7.790636e-01,directed
39,37,7.845504e-01,directed
39,45,9.177376e-01,directed
39,54,8.099893e-01,directed
39,56,7.669261e-01,directed
40,3,8.935554e-01,directed
40,5,7.639996e-01,directed
40,8,9.056929e-01,directed
40,13,7.602754e-01,directed
40,14,8.184027e-01,directed
40,18,1.277441e+00,directed
40,21,7.803438e-01,directed
40,28,8.639334e-01,directed
40,30,1.137487e+00,directed
40,33,9.920692e-01,directed
40,35,9.090480e-01,directed
40,36,8.354281e-01,directed
40,37,7.845504e-01,directed
40,38,8.033386e-01,directed
40,39,7.962525e-01,directed
40,43,8.013772e-01,directed
40,44,9.391526e-01,directed
40,47,9.349459e-01,directed
40,50,8.033386e-01,directed
40,53,8.964819e-01,directed
40,54,8.099893e-01,directed
40,56,9.933493e-01,directed
40,60,9.721172e-01,directed
40,65,8.141960e-01,directed
40,66,9.433357e-01,directed
41,9,7.682063e-01,directed
41,13,8.317040e-01,directed
41,18,9.970970e-01,directed
41,23,7.832703e-01,directed
41,30,9.056929e-01,directed
41,35,7.661909e-01,directed
41,37,7.724129e-01,directed
41,44,7.787874e-01,directed
41,46,8.250533e-01,directed
41,47,9.174378e-01,directed
41,53,7.832703e-01,directed
41,55,8.153598e-01,directed
41,56,1.136206e+00,directed
41,60,8.292600e-01,directed
41,66,9.729812e-01,directed
42,10,8.082266e-01,directed
42,23,7.832703e-01,directed
42,30,1.078196e+00,directed
42,37,8.734870e-01,directed
42,45,7.748805e-01,directed
42,54,8.099893e-01,directed
42,56,8.504922e-01,directed
42,64,9.691283e-01,directed
42,66,9.433357e-01,directed
43,30,7.628357e-01,directed
44,30,8.221268e-01,directed
44,37,8.734870e-01,directed
44,48,8.087091e-01,directed
44,53,7.832703e-01,directed
44,54,1.095704e+00,directed
44,56,7.669261e-01,directed
44,62,7.740787e-01,directed
45,8,8.639098e-01,directed
45,18,1.104938e+00,directed
45,23,8.129158e-01,directed
45,28,8.046423e-01,directed
45,30,1.221053e+00,directed
45,35,9.090480e-01,directed
45,36,7.815076e-01,directed
45,37,7.724129e-01,directed
45,46,8.250533e-01,directed
45,47,1.131724e+00,directed
45,49,1.025941e+00,directed
45,53,1.039339e+00,directed
45,54,1.095704e+00,directed
45,56,8.504922e-01,directed
45,60,8.292600e-01,directed
46,3,8.935554e-01,directed
46,9,7.682063e-01,directed
46,11,8.322489e-01,directed
46,13,9.866987e-01,directed
46,18,1.247795e+00,directed
46,22,9.026736e-01,directed
46,26,8.033638e-01,directed
46,30,1.191407e+00,directed
46,33,1.058127e+00,directed
46,35,8.497569e-01,directed
46,36,9.782853e-01,directed
46,37,7.602754e-01,directed
46,41,1.003864e+00,directed
46,45,1.084870e+00,directed
46,47,8.338718e-01,directed
46,48,9.219208e-01,directed
46,50,8.033386e-01,directed
46,51,8.546989e-01,directed
46,53,8.964819e-01,directed
46,54,8.099893e-01,directed
46,55,8.692804e-01,directed
46,56,1.136206e+00,directed
46,60,9.721172e-01,directed
46,62,9.290734e-01,directed
46,63,8.831806e-01,directed
46,64,8.262712e-01,directed
46,66,8.004785e-01,directed
47,10,1.123586e+00,directed
47,14,9.612598e-01,directed
47,18,9.202979e-01,directed
47,23,9.261274e-01,directed
47,26,8.124585e-01,directed
47,30,7.628357e-01,directed
47,33,9.285714e-01,directed
47,35,9.926141e-01,directed
47,36,1.026719e+00,directed
47,37,7.845504e-01,directed
47,45,1.055224e+00,directed
47,48,8.383547e-01,directed
47,54,9.528464e-01,directed
47,55,8.989259e-01,directed
47,62,7.862162e-01,directed
47,63,8.535350e-01,directed
47,66,9.028328e-01,directed
48,3,7.803438e-01,directed
48,8,8.760473e-01,directed
48,10,8.378721e-01,directed
48,18,1.080663e+00,directed
48,23,8.722069e-01,directed
48,27,8.213292e-01,directed
48,28,7.925048e-01,directed
48,30,8.935554e-01,directed
48,33,7.602754e-01,directed
48,34,9.496049e-01,directed
48,36,8.354281e-01,directed
48,37,8.734870e-01,directed
48,38,8.033386e-01,directed
48,47,7.920887e-01,directed
48,50,8.329841e-01,directed
48,53,8.964819e-01,directed
48,54,1.095704e+00,directed
48,55,1.012138e+00,directed
48,56,9.933493e-01,directed
48,57,8.257346e-01,directed
48,63,9.963922e-01,directed
48,64,7.911388e-01,directed
49,8,7.924813e-01,directed
49,10,9.807293e-01,directed
49,23,7.832703e-01,directed
49,26,8.104971e-01,directed
49,30,9.649839e-01,directed
49,33,8.111531e-01,directed
49,37,7.845504e-01,directed
49,45,7.695099e-01,directed
49,54,9.528464e-01,directed
49,63,7.996145e-01,directed
49,66,7.883410e-01,directed
50,3,8.935554e-01,directed
50,8,9.056929e-01,directed
50,10,9.807293e-01,directed
50,13,9.570531e-01,directed
50,18,1.277441e+00,directed
50,21,8.935554e-01,directed
50,23,9.557730e-01,directed
50,25,7.690080e-01,directed
50,27,9.641864e-01,directed
50,28,8.342878e-01,directed
50,30,1.191407e+00,directed
50,33,8.909951e-01,directed
50,35,9.629685e-01,directed
50,37,1.070265e+00,directed
50,38,8.626297e-01,directed
50,39,9.094641e-01,directed
50,42,8.496904e-01,directed
50,45,7.695099e-01,directed
50,46,7.954078e-01,directed
50,47,8.756548e-01,directed
50,48,9.219208e-01,directed
50,49,8.830836e-01,directed
50,55,1.041783e+00,directed
50,56,1.022995e+00,directed
50,60,8.292600e-01,directed
50,63,9.963922e-01,directed
50,64,7.844881e-01,directed
50,66,1.115838e+00,directed
51,8,1.018904e+00,directed
51,10,9.268087e-01,directed
51,18,8.488693e-01,directed
51,22,7.651870e-01,directed
51,23,9.261274e-01,directed
51,30,1.048550e+00,directed
51,35,8.497569e-01,directed
51,37,1.070265e+00,directed
51,45,9.420126e-01,directed
51,46,7.954078e-01,directed
51,48,9.219208e-01,directed
51,53,8.964819e-01,directed
51,54,9.528464e-01,directed
51,56,8.801377e-01,directed
51,62,9.587189e-01,directed
51,63,9.963922e-01,directed
51,64,7.723506e-01,directed
52,8,9.056929e-01,directed
52,14,8.480482e-01,directed
52,18,9.795890e-01,directed
52,23,7.832703e-01,directed
52,27,7.674087e-01,directed
52,30,1.048550e+00,directed
52,35,9.090480e-01,directed
52,37,9.152701e-01,directed
52,45,7.695099e-01,directed
52,46,8.250533e-01,directed
52,51,7.711328e-01,directed
52,53,8.129158e-01,directed
52,54,9.528464e-01,directed
52,55,7.978518e-01,directed
52,56,8.504922e-01,directed
52,58,8.313365e-01,directed
52,63,8.535350e-01,directed
53,2,8.087091e-01,directed
53,3,8.935554e-01,directed
53,10,8.378721e-01,directed
53,13,9.570531e-01,directed
53,14,9.612598e-01,directed
53,18,1.164229e+00,directed
53,23,7.832703e-01,directed
53,27,7.674087e-01,directed
53,28,9.474995e-01,directed
53,33,8.492120e-01,directed
53,35,8.201114e-01,directed
53,36,8.650737e-01,directed
53,37,1.099910e+00,directed
53,41,1.003864e+00,directed
53,45,9.123671e-01,directed
53,46,7.954078e-01,directed
53,47,8.460093e-01,directed
53,48,8.922752e-01,directed
53,49,8.291631e-01,directed
53,51,9.975560e-01,directed
53,55,8.571429e-01,directed
53,56,8.504922e-01,directed
53,63,9.963922e-01,directed
53,64,8.262712e-01,directed
53,66,7.708330e-01,directed
54,2,9.515663e-01,directed
54,3,1.036413e+00,directed
54,5,8.475656e-01,directed
54,7,7.769886e-01,directed
54,8,8.760473e-01,directed
54,9,9.110634e-01,directed
54,10,8.675176e-01,directed
54,12,7.711328e-01,directed
54,13,1.099910e+00,directed
54,14,8.184027e-01,directed
54,17,8.850257e-01,directed
54,18,1.247795e+00,directed
54,23,7.832703e-01,directed
54,25,9.118651e-01,directed
54,27,8.213292e-01,directed
54,28,1.090357e+00,directed
54,30,1.191407e+00,directed
54,31,8.338718e-01,directed
54,33,1.075635e+00,directed
54,35,9.629685e-01,directed
54,36,8.354281e-01,directed
54,37,1.070265e+00,directed
54,39,9.930302e-01,directed
54,42,8.200449e-01,directed
54,44,1.022719e+00,directed
54,45,1.198081e+00,directed
54,46,7.954078e-01,directed
54,47,1.274581e+00,directed
54,48,1.177990e+00,directed
54,49,1.025941e+00,directed
54,51,9.975560e-01,directed
54,52,9.855348e-01,directed
54,53,8.425614e-01,directed
54,55,9.582170e-01,directed
54,56,9.933493e-01,directed
54,58,8.191990e-01,directed
54,62,7.862162e-01,directed
54,63,9.963922e-01,directed
54,65,8.141960e-01,directed
54,66,8.004785e-01,directed
55,2,8.383547e-01,directed
55,3,8.935554e-01,directed
55,9,7.682063e-01,directed
55,10,9.268087e-01,directed
55,13,8.141960e-01,directed
55,14,8.776937e-01,directed
55,18,9.148111e-01,directed
55,23,9.261274e-01,directed
55,25,7.986535e-01,directed
55,26,8.033638e-01,directed
55,27,8.213292e-01,directed
55,28,8.342878e-01,directed
55,30,1.221053e+00,directed
55,33,8.262172e-01,directed
55,34,1.122108e+00,directed
55,35,9.090480e-01,directed
55,36,7.936451e-01,directed
55,37,9.866987e-01,directed
55,41,9.202979e-01,directed
55,44,8.380784e-01,directed
55,45,1.055224e+00,directed
55,46,7.954078e-01,directed
55,47,1.018512e+00,directed
55,48,1.035132e+00,directed
55,50,8.329841e-01,directed
55,51,1.140413e+00,directed
55,52,7.712491e-01,directed
55,56,1.136206e+00,directed
55,60,8.292600e-01,directed
55,62,7.862162e-01,directed
55,63,9.963922e-01,directed
56,3,8.935554e-01,directed
56,8,1.018904e+00,directed
56,10,9.807293e-01,directed
56,13,7.602754e-01,directed
56,18,1.134584e+00,directed
56,21,8.935554e-01,directed
56,23,9.261274e-01,directed
56,27,8.213292e-01,directed
56,30,1.191407e+00,directed
56,35,8.201114e-01,directed
56,36,9.782853e-01,directed
56,37,8.734870e-01,directed
56,38,9.461958e-01,directed
56,39,9.094641e-01,directed
56,41,9.742184e-01,directed
56,46,9.382649e-01,directed
56,47,8.217343e-01,directed
56,50,8.329841e-01,directed
56,53,1.039339e+00,directed
56,54,8.099893e-01,directed
56,55,1.012138e+00,directed
56,60,9.721172e-01,directed
56,62,1.071931e+00,directed
56,63,9.963922e-01,directed
56,66,1.086193e+00,directed
57,13,7.845504e-01,directed
57,30,8.517723e-01,directed
57,37,7.845504e-01,directed
57,45,9.177376e-01,directed
57,48,7.790636e-01,directed
57,56,9.933493e-01,directed
57,64,8.262712e-01,directed
60,2,8.087091e-01,directed
60,3,1.036413e+00,directed
60,8,1.161762e+00,directed
60,9,7.682063e-01,directed
60,10,8.378721e-01,directed
60,13,9.570531e-01,directed
60,14,7.644821e-01,directed
60,18,1.051018e+00,directed
60,23,8.129158e-01,directed
60,28,8.046423e-01,directed
60,30,1.048550e+00,directed
60,33,9.031326e-01,directed
60,35,7.661909e-01,directed
60,36,9.782853e-01,directed
60,37,1.070265e+00,directed
60,38,8.033386e-01,directed
60,41,8.313613e-01,directed
60,45,9.123671e-01,directed
60,46,9.382649e-01,directed
60,47,9.888664e-01,directed
60,51,8.007783e-01,directed
60,53,8.964819e-01,directed
60,55,1.012138e+00,directed
60,56,1.279064e+00,directed
60,58,8.609820e-01,directed
60,63,7.996145e-01,directed
60,66,8.894152e-01,directed
61,18,7.949488e-01,directed
61,53,8.964819e-01,directed
61,54,8.099893e-01,directed
61,63,8.413975e-01,directed
62,2,9.515663e-01,directed
62,3,7.803438e-01,directed
62,7,7.769886e-01,directed
62,8,9.649839e-01,directed
62,14,8.062652e-01,directed
62,18,9.499434e-01,directed
62,27,7.916837e-01,directed
62,30,1.048550e+00,directed
62,33,8.492120e-01,directed
62,34,8.739696e-01,directed
62,35,9.926141e-01,directed
62,37,7.845504e-01,directed
62,39,8.083900e-01,directed
62,42,9.629020e-01,directed
62,44,8.259409e-01,directed
62,46,9.382649e-01,directed
62,47,9.888664e-01,directed
62,51,1.027202e+00,directed
62,53,8.425614e-01,directed
62,54,8.099893e-01,directed
62,55,1.012138e+00,directed
62,56,1.136206e+00,directed
62,57,7.960891e-01,directed
62,66,1.086193e+00,directed
63,2,9.515663e-01,directed
63,3,8.935554e-01,directed
63,8,1.018904e+00,directed
63,14,9.073393e-01,directed
63,18,9.917265e-01,directed
63,28,8.046423e-01,directed
63,30,1.191407e+00,directed
63,33,9.920692e-01,directed
63,36,8.111531e-01,directed
63,37,1.016344e+00,directed
63,46,8.250533e-01,directed
63,47,1.131724e+00,directed
63,48,1.035132e+00,directed
63,50,9.461958e-01,directed
63,51,8.546989e-01,directed
63,53,8.964819e-01,directed
63,54,9.528464e-01,directed
63,55,8.692804e-01,directed
63,56,1.136206e+00,directed
63,62,7.862162e-01,directed
63,66,8.894152e-01,directed
64,51,8.007783e-01,directed
65,3,8.935554e-01,directed
65,10,8.257346e-01,directed
65,18,8.663774e-01,directed
65,23,9.261274e-01,directed
65,27,8.213292e-01,directed
65,30,1.048550e+00,directed
65,33,9.866987e-01,directed
65,35,9.629685e-01,directed
65,36,8.650737e-01,directed
65,37,8.141960e-01,directed
65,48,8.922752e-01,directed
65,53,1.039339e+00,directed
65,54,9.528464e-01,directed
65,56,8.801377e-01,directed
65,62,7.862162e-01,directed
65,63,9.963922e-01,directed
65,66,9.015527e-01,directed
66,8,8.221268e-01,directed
66,14,7.644821e-01,directed
66,17,8.850257e-01,directed
66,18,1.010515e+00,directed
66,27,7.674087e-01,directed
66,30,9.056929e-01,directed
66,33,1.124069e+00,directed
66,35,1.076180e+00,directed
66,36,8.650737e-01,directed
66,37,9.274076e-01,directed
66,41,1.003864e+00,directed
66,45,7.991555e-01,directed
66,47,9.483635e-01,directed
66,49,9.127292e-01,directed
66,50,8.329841e-01,directed
66,51,8.007783e-01,directed
66,56,9.933493e-01,directed
66,62,7.862162e-01,directed
